Date Range,Grade,Pollster,Subject,Sponsor,Sample Size,Sample Type,Population,Weight,Leading Result,Leading %,Trailing Result,Trailing %,Spread
Apr. 2-5,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,39%,1.0
Apr. 2-5,,YouGov,Supreme Court,The Economist,1287,,rv,,Approve,43%,Disapprove,41%,2.0
Mar. 26-29,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,16%,39.0
Mar. 26-29,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,59%,Approve,16%,43.0
Mar. 26-29,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,39%,0.0
Mar. 26-29,,YouGov,Supreme Court,The Economist,1313,,rv,,Approve,42%,Disapprove,41%,1.0
Mar. 25-27,,RMG Research,Supreme Court,,1200,,rv,,Approve,47%,Disapprove,39%,8.0
Mar. 23-24,,Harris Poll,Congress,Harvard University Center for American Political Studies,1990,,rv,,Disapprove,58%,Approve,34%,24.0
Mar. 14-24,,Marquette University Law School,Supreme Court,,1004,,a,,Approve,54%,Disapprove,45%,9.0
Mar. 19-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,19%,31.0
Mar. 19-22,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,56%,Approve,20%,36.0
Mar. 19-22,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,39%,0.0
Mar. 19-22,,YouGov,Supreme Court,The Economist,1270,,rv,,Disapprove,41%,Approve,40%,1.0
Mar. 1-18,,Gallup,Congress,,1017,,a,,Disapprove,76%,Approve,21%,55.0
Mar. 12-15,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,16%,39.0
Mar. 12-15,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,59%,Approve,17%,42.0
Mar. 12-15,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,39%,0.0
Mar. 12-15,,YouGov,Supreme Court,The Economist,1292,,rv,,Disapprove,41%,Approve,40%,1.0
Mar. 10-14,,Monmouth University Polling Institute,Congress,,809,,a,,Disapprove,71%,Approve,21%,50.0
Mar. 10-14,,Monmouth University Polling Institute,Congress,,746,,rv,,Disapprove,72%,Approve,20%,52.0
Mar. 10-14,,Monmouth University Polling Institute,Supreme Court,,809,,a,,Approve,42%,Disapprove,42%,0.0
Mar. 10-14,,Monmouth University Polling Institute,Supreme Court,,746,,rv,,Disapprove,43%,Approve,42%,1.0
Mar. 5-8,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,17%,35.0
Mar. 5-8,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,55%,Approve,18%,37.0
Mar. 5-8,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,41%,Disapprove,40%,1.0
Mar. 5-8,,YouGov,Supreme Court,The Economist,1227,,rv,,Approve,44%,Disapprove,41%,3.0
Mar. 1-3,,Cor Services,Congress,Foundation for Government Accountability,524,,lv,,Disapprove,55%,Approve,28%,27.0
Feb. 26-Mar. 1,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,18%,33.0
Feb. 26-Mar. 1,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,56%,Approve,18%,38.0
Feb. 26-Mar. 1,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,41%,Disapprove,35%,6.0
Feb. 26-Mar. 1,,YouGov,Supreme Court,The Economist,1205,,rv,,Approve,44%,Disapprove,37%,7.0
Feb. 24-27,,YouGov,Congress,Yahoo News,1532,,a,,Disapprove,58%,Approve,14%,44.0
Feb. 24-27,,YouGov,Congress,Yahoo News,1169,,rv,,Disapprove,63%,Approve,13%,50.0
Feb. 23-24,,Harris Poll,Congress,Harvard University Center for American Political Studies,2026,,rv,,Disapprove,61%,Approve,30%,31.0
Feb. 20-24,,ABC News/The Washington Post,Supreme Court,,1011,,a,,Approve,44%,Disapprove,36%,8.0
Feb. 19-23,,The Bullfinch Group,Congress,,1247,,a,,Disapprove,56%,Approve,31%,25.0
Feb. 19-23,,The Bullfinch Group,Congress,,1044,,rv,,Disapprove,57%,Approve,32%,25.0
Feb. 19-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,17%,37.0
Feb. 19-22,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,58%,Approve,18%,40.0
Feb. 19-22,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1001,,rv,,Disapprove,56%,Approve,40%,16.0
Feb. 19-22,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,41%,Approve,38%,3.0
Feb. 19-22,,YouGov,Supreme Court,The Economist,1290,,rv,,Disapprove,44%,Approve,40%,4.0
Feb. 16-20,,Suffolk University,Congress,USA Today,1000,,rv,,Disapprove,74%,Approve,15%,59.8
Feb. 1-17,,Gallup,Congress,,1008,,a,,Disapprove,75%,Approve,20%,55.0
Feb. 12-15,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,14%,41.0
Feb. 12-15,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,62%,Approve,15%,47.0
Feb. 12-15,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,40%,Approve,36%,4.0
Feb. 12-15,,YouGov,Supreme Court,The Economist,1231,,rv,,Disapprove,44%,Approve,38%,6.0
Feb. 10-14,,Quinnipiac University,Supreme Court,,1321,,a,,Disapprove,47%,Approve,40%,7.0
Feb. 5-8,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,16%,37.0
Feb. 5-8,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,58%,Approve,17%,41.0
Feb. 4-8,,Public Opinion Strategies,Congress,Citizens for Responsible Energy Solutions,1000,,rv,,Disapprove,69%,Approve,24%,45.0
Feb. 5-8,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,40%,Approve,39%,1.0
Feb. 5-8,,YouGov,Supreme Court,The Economist,1255,,rv,,Approve,42%,Disapprove,42%,0.0
Feb. 3-7,,YouGov,Supreme Court,Yahoo News,1628,,a,,Disapprove,44%,Approve,35%,9.0
Feb. 3-7,,YouGov,Supreme Court,Yahoo News,1228,,rv,,Disapprove,46%,Approve,37%,9.0
Jan. 29-Feb. 1,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,16%,39.0
Jan. 29-Feb. 1,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,58%,Approve,18%,40.0
Jan. 29-Feb. 1,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,39%,0.0
Jan. 29-Feb. 1,,YouGov,Supreme Court,The Economist,1273,,rv,,Approve,43%,Disapprove,42%,1.0
Jan. 22-25,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,14%,45.0
Jan. 22-25,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,64%,Approve,15%,49.0
Jan. 22-25,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,41%,Approve,38%,3.0
Jan. 22-25,,YouGov,Supreme Court,The Economist,1249,,rv,,Approve,42%,Disapprove,42%,0.0
Jan. 20-24,,Monmouth University Polling Institute,Congress,,794,,a,,Disapprove,74%,Approve,19%,55.0
Jan. 20-24,,Monmouth University Polling Institute,Congress,,735,,rv,,Disapprove,76%,Approve,18%,58.0
Jan. 10-21,,Marquette University Law School,Congress,,1000,,a,,Disapprove,71%,Approve,28%,43.0
Jan. 10-21,,Marquette University Law School,Supreme Court,,1000,,a,,Approve,52%,Disapprove,46%,6.0
Jan. 19-20,,Harris Poll,Congress,Harvard University Center for American Political Studies,1815,,rv,,Disapprove,59%,Approve,30%,29.0
Jan. 15-18,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,15%,42.0
Jan. 15-18,,YouGov,Congress,The Economist,1160,,rv,,Disapprove,62%,Approve,14%,48.0
Jan. 15-18,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,36%,7.0
Jan. 15-18,,YouGov,Supreme Court,The Economist,1162,,rv,,Disapprove,46%,Approve,39%,7.0
Jan. 3-16,,Gallup,Congress,,811,,a,,Disapprove,80%,Approve,18%,62.0
Jan. 8-11,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,17%,40.0
Jan. 8-11,,YouGov,Congress,The Economist,1258,,rv,,Disapprove,62%,Approve,17%,45.0
Jan. 8-11,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,33%,10.0
Jan. 8-11,,YouGov,Supreme Court,The Economist,1258,,rv,,Disapprove,44%,Approve,36%,8.0
Jan. 2-4,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,14%,43.0
Jan. 2-4,,YouGov,Congress,The Economist,1201,,rv,,Disapprove,60%,Approve,16%,44.0
Jan. 2-4,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,42%,Approve,34%,8.0
Jan. 2-4,,YouGov,Supreme Court,The Economist,1201,,rv,,Disapprove,44%,Approve,38%,6.0
Dec. 27-30,,Suffolk University,Congress,USA Today,1000,,rv,,Disapprove,70%,Approve,16%,54.2
Dec. 19-21,,YouGov,Congress,The Economist,1500,,a,,Disapprove,58%,Approve,15%,43.0
Dec. 19-21,,YouGov,Congress,The Economist,1315,,rv,,Disapprove,63%,Approve,14%,49.0
Dec. 19-21,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,46%,Approve,32%,14.0
Dec. 19-21,,YouGov,Supreme Court,The Economist,1315,,rv,,Disapprove,48%,Approve,35%,13.0
Dec. 14-20,,University of Massachusetts Department of Political Science/YouGov,Congress,,1000,,a,,Disapprove,65%,Approve,21%,44.0
Dec. 1-16,,Gallup,Congress,,811,,a,,Disapprove,73%,Approve,23%,50.0
Dec. 12-14,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,14%,42.0
Dec. 12-14,,YouGov,Congress,The Economist,1267,,rv,,Disapprove,60%,Approve,15%,45.0
Dec. 12-14,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,34%,9.0
Dec. 12-14,,YouGov,Supreme Court,The Economist,1267,,rv,,Disapprove,47%,Approve,36%,11.0
Dec. 9-13,,YouGov,Congress,Yahoo News,1558,,a,,Disapprove,60%,Approve,13%,47.0
Dec. 9-13,,YouGov,Congress,Yahoo News,1163,,rv,,Disapprove,65%,Approve,13%,52.0
Dec. 9-13,,Echelon Insights,Supreme Court,,1020,,rv,,Approve,46%,Disapprove,38%,8.0
Dec. 4-7,,YouGov,Congress,The Economist,1500,,a,,Disapprove,60%,Approve,15%,45.0
Dec. 4-7,,YouGov,Congress,The Economist,1265,,rv,,Disapprove,65%,Approve,15%,50.0
Dec. 4-7,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,44%,Approve,31%,13.0
Dec. 4-7,,YouGov,Supreme Court,The Economist,1257,,rv,,Disapprove,48%,Approve,35%,13.0
Dec. 2-6,,Monmouth University Polling Institute,Congress,,808,,a,,Disapprove,66%,Approve,23%,43.0
Dec. 2-6,,Monmouth University Polling Institute,Congress,,753,,rv,,Disapprove,67%,Approve,24%,43.0
Nov. 30-Dec. 2,,Harris Poll,Congress,Harvard University Center for American Political Studies,1989,,rv,,Disapprove,60%,Approve,32%,28.0
Nov. 29-Dec. 1,,Cor Services,Congress,Foundation for Government Accountability,523,,lv,,Disapprove,56%,Approve,31%,25.0
Nov. 27-30,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,14%,42.0
Nov. 27-30,,YouGov,Congress,The Economist,1272,,rv,,Disapprove,61%,Approve,16%,45.0
Nov. 27-30,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,34%,9.0
Nov. 27-30,,YouGov,Supreme Court,The Economist,1272,,rv,,Disapprove,45%,Approve,36%,9.0
Nov. 20-23,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,17%,38.0
Nov. 20-23,,YouGov,Congress,The Economist,1249,,rv,,Disapprove,60%,Approve,18%,42.0
Nov. 20-23,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,39%,Approve,35%,4.0
Nov. 20-23,,YouGov,Supreme Court,The Economist,1249,,rv,,Disapprove,42%,Approve,39%,3.0
Nov. 16-22,,"Fabrizio, Lee & Associates/Impact Research",Congress,The Wall Street Journal,1500,,rv,,Disapprove,66%,Approve,28%,38.0
Nov. 17-19,,YouGov,Congress,Yahoo News,1696,,a,,Disapprove,61%,Approve,16%,45.0
Nov. 17-19,,YouGov,Congress,Yahoo News,1305,,rv,,Disapprove,68%,Approve,15%,53.0
Nov. 14-16,,YouGov,Congress,The Economist,1500,,a,,Disapprove,60%,Approve,15%,45.0
Nov. 14-16,,YouGov,Congress,The Economist,1299,,rv,,Disapprove,63%,Approve,15%,48.0
Nov. 1-16,,Gallup,Congress,,815,,a,,Disapprove,77%,Approve,20%,57.0
Nov. 14-16,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,41%,Approve,36%,5.0
Nov. 14-16,,YouGov,Supreme Court,The Economist,1299,,rv,,Disapprove,44%,Approve,39%,5.0
Nov. 11-14,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,59%,Approve,32%,27.0
Nov. 11-14,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,61%,Approve,32%,29.0
Nov. 1-10,,Marquette University Law School,Congress,,1004,,a,,Disapprove,72%,Approve,27%,45.0
Nov. 1-10,,Marquette University Law School,Supreme Court,,1004,,a,,Approve,54%,Disapprove,46%,8.0
Nov. 6-9,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,15%,41.0
Nov. 6-9,,YouGov,Congress,The Economist,1258,,rv,,Disapprove,61%,Approve,16%,45.0
Nov. 6-9,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,41%,Approve,34%,7.0
Nov. 6-9,,YouGov,Supreme Court,The Economist,1258,,rv,,Disapprove,44%,Approve,38%,6.0
Nov. 4-8,,YouGov,Congress,Yahoo News,1673,,a,,Disapprove,61%,Approve,15%,46.0
Nov. 4-8,,Monmouth University Polling Institute,Congress,,811,,a,,Disapprove,70%,Approve,18%,52.0
Nov. 4-8,,Monmouth University Polling Institute,Congress,,726,,rv,,Disapprove,71%,Approve,19%,52.0
Nov. 3-5,,Suffolk University,Congress,USA Today,1000,,rv,,Disapprove,74%,Approve,12%,62.1
Oct. 30-Nov. 2,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,15%,44.0
Oct. 30-Nov. 2,,YouGov,Congress,The Economist,1303,,rv,,Disapprove,63%,Approve,16%,47.0
Oct. 30-Nov. 2,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,44%,Approve,33%,11.0
Oct. 30-Nov. 2,,YouGov,Supreme Court,The Economist,1303,,rv,,Disapprove,48%,Approve,36%,12.0
Oct. 27-28,,Harris Poll,Congress,Harvard University Center for American Political Studies,1688,,rv,,Disapprove,60%,Approve,31%,29.0
Oct. 24-26,,YouGov,Congress,The Economist,1500,,a,,Disapprove,58%,Approve,15%,43.0
Oct. 24-26,,YouGov,Congress,The Economist,1261,,rv,,Disapprove,62%,Approve,15%,47.0
Oct. 24-26,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,47%,Approve,33%,14.0
Oct. 24-26,,YouGov,Supreme Court,The Economist,1261,,rv,,Disapprove,48%,Approve,36%,12.0
Oct. 16-19,,YouGov,Congress,The Economist,1500,,a,,Disapprove,58%,Approve,14%,44.0
Oct. 16-19,,YouGov,Congress,The Economist,1268,,rv,,Disapprove,64%,Approve,15%,49.0
Oct. 1-19,,Gallup,Congress,,832,,a,,Disapprove,75%,Approve,21%,54.0
Oct. 16-19,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,42%,Approve,34%,8.0
Oct. 16-19,,YouGov,Supreme Court,The Economist,1268,,rv,,Disapprove,47%,Approve,38%,9.0
Oct. 12-14,,Cor Services,Congress,Foundation for Government Accountability,508,,lv,,Disapprove,57%,Approve,30%,27.0
Oct. 9-12,,YouGov,Congress,The Economist,1500,,a,,Disapprove,59%,Approve,13%,46.0
Oct. 9-12,,YouGov,Congress,The Economist,1266,,rv,,Disapprove,62%,Approve,15%,47.0
Oct. 9-12,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,32%,11.0
Oct. 9-12,,YouGov,Supreme Court,The Economist,1266,,rv,,Disapprove,45%,Approve,34%,11.0
Oct. 7-11,,CNN/SSRS,Congress,,1000,,a,,Disapprove,73%,Approve,27%,46.0
Oct. 7-11,,CNN/SSRS,Congress,,,,rv,,Disapprove,76%,Approve,24%,52.0
Oct. 3-5,,YouGov,Congress,The Economist,1500,,a,,Disapprove,57%,Approve,16%,41.0
Oct. 3-5,,YouGov,Congress,The Economist,1261,,rv,,Disapprove,63%,Approve,17%,46.0
Sep. 30-Oct. 1,,Public Policy Polling,Congress,Decriminalize Sex Work,758,,rv,,Disapprove,69%,Approve,14%,55.0
Sep. 26-28,,YouGov,Congress,The Economist,1500,,a,,Disapprove,56%,Approve,15%,41.0
Sep. 26-28,,YouGov,Congress,The Economist,1246,,rv,,Disapprove,60%,Approve,15%,45.0
Sep. 26-28,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,45%,Approve,36%,9.0
Sep. 26-28,,YouGov,Supreme Court,The Economist,1246,,rv,,Disapprove,48%,Approve,38%,10.0
Sep. 18-21,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,19%,34.0
Sep. 18-21,,YouGov,Congress,The Economist,1281,,rv,,Disapprove,59%,Approve,19%,40.0
Sep. 18-21,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,43%,Approve,36%,7.0
Sep. 18-21,,YouGov,Supreme Court,The Economist,1281,,rv,,Disapprove,47%,Approve,38%,9.0
Sep. 16-19,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,54%,Approve,36%,18.0
Sep. 16-19,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,55%,Approve,37%,18.0
Sep. 1-17,,Gallup,Congress,,1005,,a,,Disapprove,69%,Approve,27%,42.0
Sep. 1-17,,Gallup,Supreme Court,,1005,,a,,Disapprove,53%,Approve,40%,13.0
Sep. 15-16,,Harris Poll,Congress,Harvard University Center for American Political Studies,1578,,rv,,Disapprove,57%,Approve,36%,21.0
Sep. 7-16,,Marquette University Law School,Congress,,1411,,a,,Disapprove,70%,Approve,30%,40.0
Sep. 7-16,,Marquette University Law School,Supreme Court,,1411,,a,,Disapprove,50%,Approve,49%,1.0
Sep. 12-14,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,18%,35.0
Sep. 12-14,,YouGov,Congress,The Economist,1252,,rv,,Disapprove,58%,Approve,19%,39.0
Sep. 12-14,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,44%,Approve,35%,9.0
Sep. 12-14,,YouGov,Supreme Court,The Economist,1252,,rv,,Disapprove,47%,Approve,35%,12.0
Sep. 9-13,,Monmouth University Polling Institute,Congress,,802,,a,,Disapprove,65%,Approve,22%,43.0
Sep. 9-13,,Monmouth University Polling Institute,Congress,,747,,rv,,Disapprove,65%,Approve,22%,43.0
Sep. 9-13,,Monmouth University Polling Institute,Supreme Court,,802,,a,,Disapprove,45%,Approve,42%,3.0
Sep. 9-13,,Monmouth University Polling Institute,Supreme Court,,747,,rv,,Disapprove,46%,Approve,43%,3.0
Sep. 10-13,,Quinnipiac University,Supreme Court,,1210,,a,,Disapprove,49%,Approve,37%,12.0
Sep. 4-7,,YouGov,Congress,The Economist,1500,,a,,Disapprove,55%,Approve,15%,40.0
Sep. 4-7,,YouGov,Congress,The Economist,1264,,rv,,Disapprove,61%,Approve,17%,44.0
Sep. 4-7,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,45%,Approve,36%,9.0
Sep. 4-7,,YouGov,Supreme Court,The Economist,1264,,rv,,Disapprove,49%,Approve,37%,12.0
Aug. 28-31,,YouGov,Congress,The Economist,1500,,a,,Disapprove,50%,Approve,20%,30.0
Aug. 28-31,,YouGov,Congress,The Economist,1262,,rv,,Disapprove,56%,Approve,21%,35.0
Aug. 28-31,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,39%,Disapprove,39%,0.0
Aug. 28-31,,YouGov,Supreme Court,The Economist,1262,,rv,,Disapprove,42%,Approve,41%,1.0
Aug. 21-24,,YouGov,Congress,The Economist,1500,,a,,Disapprove,53%,Approve,17%,36.0
Aug. 21-24,,YouGov,Congress,The Economist,1242,,rv,,Disapprove,57%,Approve,19%,38.0
Aug. 21-24,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,38%,0.0
Aug. 21-24,,YouGov,Supreme Court,The Economist,1242,,rv,,Approve,40%,Disapprove,39%,1.0
Aug. 14-17,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,17%,34.0
Aug. 14-17,,YouGov,Congress,The Economist,1250,,rv,,Disapprove,58%,Approve,19%,39.0
Aug. 2-17,,Gallup,Congress,,1006,,a,,Disapprove,69%,Approve,28%,41.0
Aug. 14-17,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,37%,Disapprove,36%,1.0
Aug. 14-17,,YouGov,Supreme Court,The Economist,1250,,rv,,Approve,41%,Disapprove,39%,2.0
Aug. 7-10,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,19%,33.0
Aug. 7-10,,YouGov,Congress,The Economist,1251,,rv,,Disapprove,56%,Approve,21%,35.0
Aug. 7-10,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,37%,Approve,36%,1.0
Aug. 7-10,,YouGov,Supreme Court,The Economist,1251,,rv,,Disapprove,41%,Approve,38%,3.0
Jul. 31-Aug. 3,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,21%,30.0
Jul. 31-Aug. 3,,YouGov,Congress,The Economist,1233,,rv,,Disapprove,57%,Approve,21%,36.0
Jul. 31-Aug. 3,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,36%,4.0
Jul. 31-Aug. 3,,YouGov,Supreme Court,The Economist,1233,,rv,,Approve,42%,Disapprove,40%,2.0
Jul. 28-29,,Harris Poll,Congress,Harvard University Center for American Political Studies,1788,,rv,,Disapprove,55%,Approve,45%,10.0
Jul. 24-27,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,15%,39.0
Jul. 24-27,,YouGov,Congress,The Economist,1280,,rv,,Disapprove,57%,Approve,16%,41.0
Jul. 24-27,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,38%,0.0
Jul. 24-27,,YouGov,Supreme Court,The Economist,1280,,rv,,Approve,40%,Disapprove,40%,0.0
Jul. 21-26,,Monmouth University Polling Institute,Congress,,804,,a,,Disapprove,62%,Approve,23%,39.0
Jul. 21-26,,Monmouth University Polling Institute,Congress,,753,,rv,,Disapprove,63%,Approve,22%,41.0
Jul. 16-26,,Marquette University Law School,Congress,,1010,,a,,Disapprove,66%,Approve,33%,33.0
Jul. 6-21,,Gallup,Congress,,1007,,a,,Disapprove,67%,Approve,26%,41.0
Jul. 17-20,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,21%,30.0
Jul. 17-20,,YouGov,Congress,The Economist,1272,,rv,,Disapprove,56%,Approve,23%,33.0
Jul. 17-20,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,38%,0.0
Jul. 17-20,,YouGov,Supreme Court,The Economist,1272,,rv,,Approve,42%,Disapprove,41%,1.0
Jul. 10-13,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,20%,31.0
Jul. 10-13,,YouGov,Congress,The Economist,1292,,rv,,Disapprove,57%,Approve,21%,36.0
Jul. 10-13,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,36%,4.0
Jul. 10-13,,YouGov,Supreme Court,The Economist,1292,,rv,,Approve,42%,Disapprove,40%,2.0
Jul. 3-6,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,20%,31.0
Jul. 3-6,,YouGov,Congress,The Economist,1281,,rv,,Disapprove,57%,Approve,20%,37.0
Jul. 3-6,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,38%,Disapprove,36%,2.0
Jul. 3-6,,YouGov,Supreme Court,The Economist,1281,,rv,,Approve,42%,Disapprove,41%,1.0
Jun. 26-29,,YouGov,Congress,The Economist,1500,,a,,Disapprove,51%,Approve,18%,33.0
Jun. 26-29,,YouGov,Congress,The Economist,1290,,rv,,Disapprove,56%,Approve,18%,38.0
Jun. 26-29,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,45%,Disapprove,34%,11.0
Jun. 26-29,,YouGov,Supreme Court,The Economist,1290,,rv,,Approve,48%,Disapprove,37%,11.0
Jun. 16-26,,Marquette University Law School,Supreme Court,,1010,,a,,Approve,59%,Disapprove,39%,20.0
Jun. 4-23,,YouGov,Congress,The George Washington University,1753,,rv,,Disapprove,69%,Approve,25%,43.6
Jun. 20-22,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,20%,32.0
Jun. 20-22,,YouGov,Congress,The Economist,1223,,rv,,Disapprove,58%,Approve,20%,38.0
Jun. 19-22,,Beacon Research/Shaw & Co. Research,Congress,Fox News,1001,,rv,,Disapprove,61%,Approve,34%,27.0
Jun. 20-22,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,44%,Disapprove,32%,12.0
Jun. 20-22,,YouGov,Supreme Court,The Economist,1223,,rv,,Approve,50%,Disapprove,34%,16.0
Jun. 6-21,,Gallup,Supreme Court,,1007,,a,,Approve,49%,Disapprove,44%,5.0
Jun. 1-18,,Gallup,Congress,,1012,,a,,Disapprove,71%,Approve,26%,45.0
Jun. 15-17,,Harris Poll,Congress,Harvard University Center for American Political Studies,2006,,rv,,Approve,54%,Disapprove,46%,8.0
Jun. 13-15,,YouGov,Congress,The Economist,1500,,a,,Disapprove,54%,Approve,17%,37.0
Jun. 13-15,,YouGov,Congress,The Economist,1305,,rv,,Disapprove,59%,Approve,17%,42.0
Jun. 13-15,,YouGov,Supreme Court,The Economist,1500,,a,,Disapprove,37%,Approve,36%,1.0
Jun. 13-15,,YouGov,Supreme Court,The Economist,1305,,rv,,Approve,41%,Disapprove,38%,3.0
Jun. 9-14,,Monmouth University Polling Institute,Congress,,810,,a,,Disapprove,65%,Approve,21%,44.0
Jun. 9-14,,Monmouth University Polling Institute,Congress,,758,,rv,,Disapprove,65%,Approve,21%,44.0
Jun. 6-8,,YouGov,Congress,The Economist,1500,,a,,Disapprove,52%,Approve,20%,32.0
Jun. 6-8,,YouGov,Congress,The Economist,1242,,rv,,Disapprove,56%,Approve,21%,35.0
Jun. 6-8,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,43%,Disapprove,35%,8.0
Jun. 6-8,,YouGov,Supreme Court,The Economist,1242,,rv,,Approve,45%,Disapprove,37%,8.0
Jun. 3-7,,The Bullfinch Group,Congress,,1000,,rv,,Disapprove,51%,Approve,40%,11.0
Jun. 3-7,,The Bullfinch Group,Congress,,1200,,a,,Disapprove,50%,Approve,39%,11.0
May. 29-Jun. 1,,YouGov,Congress,The Economist,1500,,a,,Disapprove,49%,Approve,21%,28.0
May. 29-Jun. 1,,YouGov,Congress,The Economist,1275,,rv,,Disapprove,54%,Approve,19%,35.0
May. 30-Jun. 1,,HarrisX,Congress,The Hill,1893,,rv,,Disapprove,56%,Approve,44%,12.0
May. 29-Jun. 1,,YouGov,Supreme Court,The Economist,1500,,a,,Approve,40%,Disapprove,33%,7.0
May. 29-Jun. 1,,YouGov,Supreme Court,The Economist,1275,,rv,,Approve,41%,Disapprove,36%,5.0
